Epoch 1/10 - loss=2.0827, val_acc=0.5873, val_loss=1.424627241733186
Epoch 2/10 - loss=1.2568, val_acc=0.6862, val_loss=0.8967264427107717
Epoch 3/10 - loss=0.9633, val_acc=0.7338, val_loss=0.7467600970285996
Epoch 4/10 - loss=0.8619, val_acc=0.7667, val_loss=0.6767671041323889
Epoch 5/10 - loss=0.8065, val_acc=0.7795, val_loss=0.6362308650161196
Epoch 6/10 - loss=0.7675, val_acc=0.7930, val_loss=0.595903531217156
Epoch 7/10 - loss=0.7382, val_acc=0.8017, val_loss=0.5726420579560508
Epoch 8/10 - loss=0.7163, val_acc=0.8097, val_loss=0.5526433582263343
Epoch 9/10 - loss=0.6983, val_acc=0.8140, val_loss=0.5348964902976391
Epoch 10/10 - loss=0.6831, val_acc=0.8122, val_loss=0.5296817006565858
test accuracy  0.8078
