Epoch 1/10 - loss=14.8764, val_acc=0.1013, val_loss=2.3026365843442704
Epoch 2/10 - loss=2.3047, val_acc=0.1013, val_loss=2.3025933760858552
Epoch 3/10 - loss=2.3027, val_acc=0.0977, val_loss=2.3026224470486745
Epoch 4/10 - loss=2.3027, val_acc=0.0977, val_loss=2.302621573233131
Epoch 5/10 - loss=2.3026, val_acc=0.1013, val_loss=2.3026189138527973
Epoch 6/10 - loss=2.3026, val_acc=0.0977, val_loss=2.3026189430427864
Epoch 7/10 - loss=2.3027, val_acc=0.0977, val_loss=2.302625888025992
Epoch 8/10 - loss=2.3026, val_acc=0.0977, val_loss=2.3026345674290707
Epoch 9/10 - loss=2.3026, val_acc=0.0977, val_loss=2.3026247606846986
Epoch 10/10 - loss=2.3026, val_acc=0.0977, val_loss=2.302621685659217
test accuracy  0.1
